date,action,ticker,price,confidence,size,slippage_pct,entry_price,return_pct,exit_reason
2024-09-03,SELL,CLSK,9.02,60.16,,0.1,12.16,-25.897,horizon
2024-09-03,BUY,LUNR,5.2,64.27,494.72,0.1,,,
2024-09-03,BUY,COIN,169.13,61.25,494.72,0.1,,,
2024-09-03,BUY,MU,88.0399,60.99,494.72,0.1,,,
2024-09-03,BUY,CLSK,9.02,60.62,494.72,0.1,,,
2024-09-03,BUY,SOXL,29.7368,60.37,494.72,0.1,,,
2024-09-04,SELL,RKLB,6.34,62.39,,0.1,6.12,3.491,horizon
2024-09-04,BUY,AFRM,40.23,61.8,494.64,0.1,,,
2024-09-04,BUY,CELH,32.39,61.03,458.72,0.1,,,
2024-09-05,SELL,CLMT,17.48,67.51,,0.2,18.52,-5.804,horizon
2024-09-05,SELL,CONL,20.73,61.05,,0.1,29.8,-30.506,horizon
2024-09-05,BUY,CONL,20.73,62.23,489.34,0.1,,,
2024-09-05,BUY,INTC,19.4,61.61,469.95,0.1,,,
2024-09-06,SELL,MSTR,114.3,60.15,,0.1,132.56,-13.861,horizon
2024-09-06,BUY,MSTR,114.3,63.61,369.84,0.1,,,
2024-09-10,SELL,LUNR,5.81,64.27,,0.1,5.2,11.619,horizon
2024-09-10,SELL,COIN,158.46,61.25,,0.1,169.13,-6.402,horizon
2024-09-10,SELL,MU,86.3205,60.99,,0.1,88.0399,-2.051,horizon
2024-09-10,SELL,CLSK,9.35,60.62,,0.1,9.02,3.555,horizon
2024-09-10,SELL,SOXL,28.0359,60.37,,0.1,29.7368,-5.814,horizon
2024-09-10,BUY,GOOG,149.1539,63.63,491.78,0.1,,,
2024-09-10,BUY,AAOI,12.515,63.45,491.78,0.1,,,
2024-09-10,BUY,USO,66.96,63.02,491.78,0.1,,,
2024-09-10,BUY,AA,27.7017,61.46,491.78,0.1,,,
2024-09-10,BUY,CVE,15.5601,61.16,491.78,0.1,,,
2024-09-11,SELL,AFRM,40.24,61.8,,0.1,40.23,-0.075,horizon
2024-09-11,SELL,CELH,33.08,61.03,,0.1,32.39,2.028,horizon
2024-09-11,BUY,AFRM,40.24,61.44,497.24,0.1,,,
2024-09-12,SELL,CONL,21.24,62.23,,0.1,20.73,2.358,horizon
2024-09-12,SELL,INTC,19.36,61.61,,0.1,19.4,-0.306,horizon
2024-09-13,SELL,MSTR,141.47,63.61,,0.1,114.3,23.647,horizon
2024-09-16,BUY,NIO,5.4,61.19,509.95,0.1,,,
2024-09-17,SELL,GOOG,159.3652,63.63,,0.1,149.1539,6.739,horizon
2024-09-17,SELL,AAOI,13.58,63.45,,0.1,12.515,8.401,horizon
2024-09-17,SELL,USO,71.72,63.02,,0.1,66.96,7.002,horizon
2024-09-17,SELL,AA,33.4053,61.46,,0.1,27.7017,20.469,horizon
2024-09-17,SELL,CVE,16.1426,61.16,,0.1,15.5601,3.64,horizon
2024-09-17,BUY,AAOI,13.58,61.21,511.05,0.1,,,
2024-09-17,BUY,LUNR,5.4,60.45,511.05,0.1,,,
2024-09-17,BUY,APLD,5.81,60.35,511.05,0.1,,,
2024-09-18,SELL,AFRM,44.28,61.44,,0.1,40.24,9.93,horizon
2024-09-18,BUY,INTC,20.77,60.8,519.65,0.1,,,
2024-09-19,BUY,CLSK,9.03,60.03,529.94,0.1,,,
2024-09-20,BUY,CDE,6.97,60.37,530.81,0.1,,,
2024-09-23,SELL,NIO,5.32,61.19,,0.1,5.4,-1.58,horizon
2024-09-24,SELL,AAOI,15.98,61.21,,0.1,13.58,17.555,horizon
2024-09-24,SELL,LUNR,7.64,60.45,,0.1,5.4,41.34,horizon
2024-09-24,SELL,APLD,7.08,60.35,,0.1,5.81,21.737,horizon
2024-09-24,BUY,LUNR,7.64,64.14,537.41,0.1,,,
2024-09-25,SELL,INTC,23.54,60.8,,0.1,20.77,13.223,horizon
2024-09-25,BUY,ADBE,517.9,60.63,538.49,0.1,,,
2024-09-26,SELL,CLSK,10.09,60.03,,0.1,9.03,11.627,horizon
2024-09-27,SELL,CDE,7.13,60.37,,0.1,6.97,2.193,horizon
2024-09-27,BUY,CDE,7.13,61.31,542.12,0.1,,,
2024-09-27,BUY,SMR,12.55,60.05,542.12,0.1,,,
2024-09-30,BUY,BTDR,7.83,61.01,536.57,0.1,,,
2024-09-30,BUY,INTC,23.46,60.77,536.57,0.1,,,
2024-10-01,SELL,LUNR,7.57,64.14,,0.1,7.64,-1.015,horizon
2024-10-01,BUY,LUNR,7.57,64.81,530.82,0.1,,,
2024-10-01,BUY,CONL,21.15,62.04,530.82,0.1,,,
2024-10-01,BUY,SOXL,33.5145,61.35,530.82,0.1,,,
2024-10-01,BUY,CLSK,8.61,60.73,530.82,0.1,,,
2024-10-02,SELL,ADBE,505.81,60.63,,0.1,517.9,-2.432,horizon
2024-10-02,BUY,ADBE,505.81,61.1,532.52,0.1,,,
2024-10-02,BUY,TSLL,11.6096,60.52,512.0,0.1,,,
2024-10-04,SELL,CDE,6.41,61.31,,0.1,7.13,-10.188,horizon
2024-10-04,SELL,SMR,13.15,60.05,,0.1,12.55,4.676,horizon
2024-10-04,BUY,APLD,7.45,62.49,540.01,0.1,,,
2024-10-04,BUY,SMR,13.15,61.4,540.01,0.1,,,
2024-10-07,SELL,BTDR,7.06,61.01,,0.1,7.83,-9.924,horizon
2024-10-07,SELL,INTC,22.38,60.77,,0.1,23.46,-4.699,horizon
2024-10-07,BUY,INTC,22.38,64.34,530.82,0.1,,,
2024-10-07,BUY,RKLB,9.68,61.81,529.55,0.1,,,
2024-10-08,SELL,LUNR,7.39,64.81,,0.1,7.57,-2.475,horizon
2024-10-08,SELL,CONL,21.7,62.04,,0.1,21.15,2.498,horizon
2024-10-08,SELL,SOXL,37.1106,61.35,,0.1,33.5145,10.619,horizon
2024-10-08,SELL,CLSK,9.0,60.73,,0.1,8.61,4.425,horizon
2024-10-08,BUY,BRZE,29.97,61.16,535.26,0.1,,,
2024-10-08,BUY,JD,42.2932,60.94,535.26,0.1,,,
2024-10-08,BUY,BTDR,7.07,60.1,535.26,0.1,,,
2024-10-09,SELL,ADBE,494.08,61.1,,0.1,505.81,-2.417,horizon
2024-10-09,SELL,TSLL,10.8115,60.52,,0.1,11.6096,-6.968,horizon
2024-10-09,BUY,AVTR,24.77,61.36,529.24,0.1,,,
2024-10-09,BUY,CLMT,20.1,60.53,529.24,0.1,,,
2024-10-10,BUY,ADMA,17.01,61.25,471.66,0.1,,,
2024-10-11,SELL,APLD,7.28,62.49,,0.1,7.45,-2.38,horizon
2024-10-11,SELL,SMR,13.14,61.4,,0.1,13.15,-0.176,horizon
2024-10-14,SELL,INTC,23.44,64.34,,0.1,22.38,4.632,horizon
2024-10-14,SELL,RKLB,9.88,61.81,,0.1,9.68,1.964,horizon
2024-10-14,BUY,INTC,23.44,63.39,541.01,0.1,,,
